speaker_id,name,role,gender,party,faction,terms,utterance_count,category,score,word_count,top_words
下地信広,下地 信広,文教社会委員会委員長,男,無所属,宮古進政会,"4,5",890,行政・議会運営,0.765318,36,"陳情,起用,連帯,連合,政権"
下地信広,下地 信広,文教社会委員会委員長,男,無所属,宮古進政会,"4,5",890,安全保障・基地問題,0.039105,2,"有事,米軍"
富浜靖雄,富浜 靖雄,総務財政委員会委員長,男,公明党,公明,"5,6",489,暮らし・福祉,0.166804,7,"空き家,年金,住居,移住,傍聴"
富浜靖雄,富浜 靖雄,総務財政委員会委員長,男,公明党,公明,"5,6",489,医療・健康,0.217975,7,"接種,感覚,痛み,産後,病気"
富浜靖雄,富浜 靖雄,総務財政委員会委員長,男,公明党,公明,"5,6",489,子ども・教育,0.117764,7,"学年,卒業,教科,休校,学園"
富浜靖雄,富浜 靖雄,総務財政委員会委員長,男,公明党,公明,"5,6",489,まちづくり・インフラ,0.364037,13,"電源,汚泥,ｄｘ,ｉｃｔ,ｌｅｄ"
富浜靖雄,富浜 靖雄,総務財政委員会委員長,男,公明党,公明,"5,6",489,農業・水産業,0.107658,6,"食料,肥料,飼料,養殖,食材"
富浜靖雄,富浜 靖雄,総務財政委員会委員長,男,公明党,公明,"5,6",489,観光・産業,0.218694,8,"物産,物流,ｊｔａ,物価,表彰"
富浜靖雄,富浜 靖雄,総務財政委員会委員長,男,公明党,公明,"5,6",489,環境・防災,0.495821,15,"蓄電,冠水,充電,炭素,大雨"
富浜靖雄,富浜 靖雄,総務財政委員会委員長,男,公明党,公明,"5,6",489,財政・税金,0.21096,9,"ｐｆｉ,収穫,銀行,賦課,随意"
富浜靖雄,富浜 靖雄,総務財政委員会委員長,男,公明党,公明,"5,6",489,行政・議会運営,0.462698,19,"選考,選任,任期,会派,市税"
富浜靖雄,富浜 靖雄,総務財政委員会委員長,男,公明党,公明,"5,6",489,安全保障・基地問題,0.085492,4,"軍艦,戦争,追悼,戦没"
狩俣勝成,狩俣 勝成,経済工務委員会委員長,男,無所属,幸政会,"5,6",535,暮らし・福祉,0.168936,7,"空き家,就農,休業,住居,扶養"
狩俣勝成,狩俣 勝成,経済工務委員会委員長,男,無所属,幸政会,"5,6",535,医療・健康,0.060321,4,"接種,感覚,患者,病気"
狩俣勝成,狩俣 勝成,経済工務委員会委員長,男,無所属,幸政会,"5,6",535,子ども・教育,0.266806,11,"学区,卒業,校長,入学,校区"
狩俣勝成,狩俣 勝成,経済工務委員会委員長,男,無所属,幸政会,"5,6",535,まちづくり・インフラ,0.354906,15,"工務,工区,浄水,用排水,ｌｅｄ"
狩俣勝成,狩俣 勝成,経済工務委員会委員長,男,無所属,幸政会,"5,6",535,農業・水産業,0.472428,15,"耕土,農村,肥育,和牛,飼料"
狩俣勝成,狩俣 勝成,経済工務委員会委員長,男,無所属,幸政会,"5,6",535,観光・産業,0.229247,12,"購買,物価,製造,物産,祝辞"
狩俣勝成,狩俣 勝成,経済工務委員会委員長,男,無所属,幸政会,"5,6",535,環境・防災,0.552344,21,"地震,津波,除草,省エネ,冠水"
狩俣勝成,狩俣 勝成,経済工務委員会委員長,男,無所属,幸政会,"5,6",535,財政・税金,0.246168,11,"返済,収穫,買収,剰余,還元"
狩俣勝成,狩俣 勝成,経済工務委員会委員長,男,無所属,幸政会,"5,6",535,行政・議会運営,0.673031,30,"請願,解散,任用,再任,選考"
狩俣勝成,狩俣 勝成,経済工務委員会委員長,男,無所属,幸政会,"5,6",535,安全保障・基地問題,0.05382,2,"有事,米国"
嘉数登,嘉数 登,市長,,,,,534,暮らし・福祉,0.278879,10,"空き家,住居,難病,休業,人権"
嘉数登,嘉数 登,市長,,,,,534,医療・健康,0.137454,5,"難病,患者,療養,医師,認知"
嘉数登,嘉数 登,市長,,,,,534,子ども・教育,0.229476,11,"学童,卒業,学力,教職員,小児"
嘉数登,嘉数 登,市長,,,,,534,まちづくり・インフラ,0.344191,13,"ｄｘ,用排水,ｌｅｄ,外構,水域"
嘉数登,嘉数 登,市長,,,,,534,農業・水産業,0.234851,10,"牡蠣,食材,養殖,飼料,食料"
嘉数登,嘉数 登,市長,,,,,534,観光・産業,0.282662,12,"物価,旅客,表彰,物流,ｊｔａ"
嘉数登,嘉数 登,市長,,,,,534,環境・防災,0.286046,14,"脱炭,被災,地震,省エネ,汚染"
嘉数登,嘉数 登,市長,,,,,534,財政・税金,0.546261,25,"減給,ｐｆｉ,補佐,税制,還付"
嘉数登,嘉数 登,市長,,,,,534,行政・議会運営,0.891836,35,"訓告,選任,任期,専決,市制"
嘉数登,嘉数 登,市長,,,,,534,安全保障・基地問題,0.201832,10,"戦争,軍事,駐屯,ｅｅｚ,戦没"
前里光健,前里 光健,議会運営委員会委員長,男,無所属,Next みやこ,"4,5,6",945,暮らし・福祉,0.394526,15,"民泊,休業,移住,空き家,尊厳"
前里光健,前里 光健,議会運営委員会委員長,男,無所属,Next みやこ,"4,5,6",945,医療・健康,0.341704,15,"ｐｃｒ,内科,接種,患者,抗原"
前里光健,前里 光健,議会運営委員会委員長,男,無所属,Next みやこ,"4,5,6",945,子ども・教育,0.39017,15,"授業,学園,学力,校長,入学"
前里光健,前里 光健,議会運営委員会委員長,男,無所属,Next みやこ,"4,5,6",945,まちづくり・インフラ,0.53657,25,"ｉｃｔ,ｄｘ,工務,工区,ｉｔ"
前里光健,前里 光健,議会運営委員会委員長,男,無所属,Next みやこ,"4,5,6",945,農業・水産業,0.330296,15,"ｈａｃｃｐ,牡蠣,肥料,農漁業,食材"
前里光健,前里 光健,議会運営委員会委員長,男,無所属,Next みやこ,"4,5,6",945,観光・産業,0.273402,11,"民泊,物流,物価,ｊｔａ,旅客"
前里光健,前里 光健,議会運営委員会委員長,男,無所属,Next みやこ,"4,5,6",945,環境・防災,0.36435,17,"警報,軽石,地震,冠水,津波"
前里光健,前里 光健,議会運営委員会委員長,男,無所属,Next みやこ,"4,5,6",945,財政・税金,0.354543,18,"増税,予備,有償,収穫,減税"
前里光健,前里 光健,議会運営委員会委員長,男,無所属,Next みやこ,"4,5,6",945,行政・議会運営,0.813016,40,"投票,退任,陳情,当選,開示"
前里光健,前里 光健,議会運営委員会委員長,男,無所属,Next みやこ,"4,5,6",945,安全保障・基地問題,0.502984,18,"米兵,兵士,領海,米軍,日米"
石川博幸,石川博幸,企画政策部長,,,,,784,暮らし・福祉,0.081703,4,"就農,住居,弁償,移住"
石川博幸,石川博幸,企画政策部長,,,,,784,医療・健康,0.140072,8,"接種,病気,防疫,医師,疎通"
石川博幸,石川博幸,企画政策部長,,,,,784,子ども・教育,0.049902,4,"講座,学童,学術,学力"
石川博幸,石川博幸,企画政策部長,,,,,784,まちづくり・インフラ,0.470426,21,"底盤,工区,農道,破砕,ｄｘ"
石川博幸,石川博幸,企画政策部長,,,,,784,農業・水産業,0.916859,25,"牡蠣,耕土,飼料,山羊,肥育"
石川博幸,石川博幸,企画政策部長,,,,,784,観光・産業,0.27837,11,"物価,物流,製造,購買,飲食"
石川博幸,石川博幸,企画政策部長,,,,,784,環境・防災,0.480008,22,"防除,冠水,飛散,除草,土砂"
石川博幸,石川博幸,企画政策部長,,,,,784,財政・税金,0.386524,25,"収穫,減税,補填,充当,還付"
石川博幸,石川博幸,企画政策部長,,,,,784,行政・議会運営,0.479104,28,"嘆願,勧告,公社,選任,任用"
石川博幸,石川博幸,企画政策部長,,,,,784,安全保障・基地問題,0.054095,3,"駐屯,日米,領海"
川平敏光,川平敏光,観光商工スポーツ部長,,,,,147,暮らし・福祉,0.028783,1,空き家
川平敏光,川平敏光,観光商工スポーツ部長,,,,,147,医療・健康,0,0,
川平敏光,川平敏光,観光商工スポーツ部長,,,,,147,子ども・教育,0,0,
川平敏光,川平敏光,観光商工スポーツ部長,,,,,147,まちづくり・インフラ,0.159783,3,"ｄｘ,ｌｅｄ,ｉｔ"
川平敏光,川平敏光,観光商工スポーツ部長,,,,,147,農業・水産業,0.024355,1,農村
川平敏光,川平敏光,観光商工スポーツ部長,,,,,147,観光・産業,0.430911,7,"音楽,工芸,飲食,球場,ｊｔａ"
川平敏光,川平敏光,観光商工スポーツ部長,,,,,147,環境・防災,0.123398,4,"汚染,流用,冠水,雨漏り"
川平敏光,川平敏光,観光商工スポーツ部長,,,,,147,財政・税金,0.372541,9,"精算,金融,繰り入れ,金利,還元"
川平敏光,川平敏光,観光商工スポーツ部長,,,,,147,行政・議会運営,0.358793,7,"被告,市制,陳情,職種,規格"
川平敏光,川平敏光,観光商工スポーツ部長,,,,,147,安全保障・基地問題,0,0,
上地俊暢,上地俊暢,総務部長,,,,,234,暮らし・福祉,0.266437,9,"年金,空き家,労務,不妊,傍聴"
上地俊暢,上地俊暢,総務部長,,,,,234,医療・健康,0.131974,5,"病気,不妊,難病,患者,医師"
上地俊暢,上地俊暢,総務部長,,,,,234,子ども・教育,0.075674,3,"講座,園児,学区"
上地俊暢,上地俊暢,総務部長,,,,,234,まちづくり・インフラ,0.056706,2,"ｄｘ,約款"
上地俊暢,上地俊暢,総務部長,,,,,234,農業・水産業,0,0,
上地俊暢,上地俊暢,総務部長,,,,,234,観光・産業,0.084426,3,"物価,ｊｔａ,飲食"
上地俊暢,上地俊暢,総務部長,,,,,234,環境・防災,0.213304,6,"地震,津波,発電,防火,流用"
上地俊暢,上地俊暢,総務部長,,,,,234,財政・税金,0.923013,21,"還付,税額,減税,充当,随意"
上地俊暢,上地俊暢,総務部長,,,,,234,行政・議会運営,0.68142,17,"任用,職種,随意,選考,役職"
上地俊暢,上地俊暢,総務部長,,,,,234,安全保障・基地問題,0.039584,1,有事
下地茜,下地 茜,総務財政委員会委員長,女,無所属,市民フォーラムまてぃだ,"5,6",539,暮らし・福祉,0.3681,15,"空き家,人権,就農,尊厳,療養"
下地茜,下地 茜,総務財政委員会委員長,女,無所属,市民フォーラムまてぃだ,"5,6",539,医療・健康,0.482016,16,"腎臓,ｐｃｒ,患者,疎通,内科"
下地茜,下地 茜,総務財政委員会委員長,女,無所属,市民フォーラムまてぃだ,"5,6",539,子ども・教育,0.217658,11,"学術,休園,講座,学区,文教"
下地茜,下地 茜,総務財政委員会委員長,女,無所属,市民フォーラムまてぃだ,"5,6",539,まちづくり・インフラ,0.44279,16,"ｌｅｄ,ｄｘ,水源,浄水,取水"
下地茜,下地 茜,総務財政委員会委員長,女,無所属,市民フォーラムまてぃだ,"5,6",539,農業・水産業,0.301618,14,"山羊,食料,珊瑚,飼料,肥料"
下地茜,下地 茜,総務財政委員会委員長,女,無所属,市民フォーラムまてぃだ,"5,6",539,観光・産業,0.1506,9,"物価,民宿,物流,飲食,ｊｔａ"
下地茜,下地 茜,総務財政委員会委員長,女,無所属,市民フォーラムまてぃだ,"5,6",539,環境・防災,0.348925,18,"消火,廃校,土砂,珊瑚,汚染"
下地茜,下地 茜,総務財政委員会委員長,女,無所属,市民フォーラムまてぃだ,"5,6",539,財政・税金,0.269395,16,"ｐｆｉ,繰り入れ,収穫,補填,予備"
下地茜,下地 茜,総務財政委員会委員長,女,無所属,市民フォーラムまてぃだ,"5,6",539,行政・議会運営,0.772546,36,"陳情,勧告,任務,連帯,市議"
下地茜,下地 茜,総務財政委員会委員長,女,無所属,市民フォーラムまてぃだ,"5,6",539,安全保障・基地問題,0.883489,22,"遺骨,有事,火薬,射撃,誤発"
狩俣博幸,狩俣博幸,市民生活部長,,,,,162,暮らし・福祉,0.177674,5,"難病,住居,不妊,扶養,受給"
狩俣博幸,狩俣博幸,市民生活部長,,,,,162,医療・健康,0.904254,13,"肝炎,接種,患者,内科,疾患"
狩俣博幸,狩俣博幸,市民生活部長,,,,,162,子ども・教育,0.022083,1,講座
狩俣博幸,狩俣博幸,市民生活部長,,,,,162,まちづくり・インフラ,0.230153,4,"ｌｅｄ,ｄｘ,電力,造成"
狩俣博幸,狩俣博幸,市民生活部長,,,,,162,農業・水産業,0,0,
狩俣博幸,狩俣博幸,市民生活部長,,,,,162,観光・産業,0.046126,2,"物価,飲食"
狩俣博幸,狩俣博幸,市民生活部長,,,,,162,環境・防災,0.081923,2,"省エネ,雨漏り"
狩俣博幸,狩俣博幸,市民生活部長,,,,,162,財政・税金,0.39338,10,"還付,税額,滞納,分納,補佐"
狩俣博幸,狩俣博幸,市民生活部長,,,,,162,行政・議会運営,0.282769,8,"任用,再任,承諾,告知,連帯"
狩俣博幸,狩俣博幸,市民生活部長,,,,,162,安全保障・基地問題,0.026593,1,駐屯
砂川朗,砂川 朗,副市長,,,,,785,暮らし・福祉,0.134024,5,"就農,民宿,就労,移住,休業"
砂川朗,砂川 朗,副市長,,,,,785,医療・健康,0.031053,2,"認知,疎通"
砂川朗,砂川 朗,副市長,,,,,785,子ども・教育,0.093651,5,"入学,卒業,教職員,授業,講座"
砂川朗,砂川 朗,副市長,,,,,785,まちづくり・インフラ,0.485354,21,"浚渫,汚泥,土砂,工区,浄化"
砂川朗,砂川 朗,副市長,,,,,785,農業・水産業,0.728352,20,"肥育,山羊,食肉,飼料,肥料"
砂川朗,砂川 朗,副市長,,,,,785,観光・産業,0.483201,17,"球場,物価,民宿,ｊｔａ,物産"
砂川朗,砂川 朗,副市長,,,,,785,環境・防災,0.550332,20,"防除,充電,汚泥,軽石,冠水"
砂川朗,砂川 朗,副市長,,,,,785,財政・税金,0.69226,29,"公債,収穫,還元,起債,充当"
砂川朗,砂川 朗,副市長,,,,,785,行政・議会運営,0.471466,27,"任用,訓示,公社,部会,市制"
砂川朗,砂川 朗,副市長,,,,,785,安全保障・基地問題,0.106204,6,"駐屯,有事,軍艦,領海,海軍"
我如古三雄,我如古 三雄,経済工務委員会委員長,男,無所属,蒼和会,"4,5,6",926,暮らし・福祉,0.296662,14,"空き家,社協,休業,療養,就農"
我如古三雄,我如古 三雄,経済工務委員会委員長,男,無所属,蒼和会,"4,5,6",926,医療・健康,0.316926,14,"虐待,ｐｃｒ,接種,療養,健診"
我如古三雄,我如古 三雄,経済工務委員会委員長,男,無所属,蒼和会,"4,5,6",926,子ども・教育,0.29396,13,"学級,学童,園児,卒業,学力"
我如古三雄,我如古 三雄,経済工務委員会委員長,男,無所属,蒼和会,"4,5,6",926,まちづくり・インフラ,0.520587,25,"断水,工務,用排水,浄水,立方"
我如古三雄,我如古 三雄,経済工務委員会委員長,男,無所属,蒼和会,"4,5,6",926,農業・水産業,0.336649,13,"農振,食料,山羊,栽培,圃場"
我如古三雄,我如古 三雄,経済工務委員会委員長,男,無所属,蒼和会,"4,5,6",926,観光・産業,0.267033,11,"楽園,物価,物流,飲食,旅客"
我如古三雄,我如古 三雄,経済工務委員会委員長,男,無所属,蒼和会,"4,5,6",926,環境・防災,0.630888,26,"軽石,断水,地震,脱炭,防除"
我如古三雄,我如古 三雄,経済工務委員会委員長,男,無所属,蒼和会,"4,5,6",926,財政・税金,0.564891,28,"債権,返済,補強,剰余,繰り入れ"
我如古三雄,我如古 三雄,経済工務委員会委員長,男,無所属,蒼和会,"4,5,6",926,行政・議会運営,0.546377,30,"陳情,投票,閉庁,市税,任期"
我如古三雄,我如古 三雄,経済工務委員会委員長,男,無所属,蒼和会,"4,5,6",926,安全保障・基地問題,0.164426,6,"駐屯,有事,弾薬,遺棄,遺体"
下地律子,下地律子,福祉部長,,,,,720,暮らし・福祉,0.393039,11,"就労,扶養,住居,移住,受給"
下地律子,下地律子,福祉部長,,,,,720,医療・健康,0.614842,16,"視力,虐待,疎通,認知,ｐｃｒ"
下地律子,下地律子,福祉部長,,,,,720,子ども・教育,0.496023,16,"休園,園児,講座,卒業,校区"
下地律子,下地律子,福祉部長,,,,,720,まちづくり・インフラ,0.082796,5,"ｉｃｔ,外構,地盤,土砂,浄化"
下地律子,下地律子,福祉部長,,,,,720,農業・水産業,0.058298,4,"食材,栽培,農村,食料"
下地律子,下地律子,福祉部長,,,,,720,観光・産業,0.146514,9,"物品,製造,飲食,ｊｔａ,旅費"
下地律子,下地律子,福祉部長,,,,,720,環境・防災,0.217699,14,"防火,発電,消火,流用,太陽"
下地律子,下地律子,福祉部長,,,,,720,財政・税金,0.475378,19,"補強,加算,補充,滞納,財団"
下地律子,下地律子,福祉部長,,,,,720,行政・議会運営,0.583121,21,"公立,開所,付則,連盟,任用"
下地律子,下地律子,福祉部長,,,,,720,安全保障・基地問題,0.144176,4,"戦没,軍人,軍属,追悼"
垣花和彦,垣花和彦,生活環境部長,,,,,1176,暮らし・福祉,0.380542,16,"不妊,慰謝,労務,難病,民泊"
垣花和彦,垣花和彦,生活環境部長,,,,,1176,医療・健康,0.499233,16,"抗原,ｐｃｒ,不妊,接種,健診"
垣花和彦,垣花和彦,生活環境部長,,,,,1176,子ども・教育,0.145284,9,"小児,学園,講座,卒業,学力"
垣花和彦,垣花和彦,生活環境部長,,,,,1176,まちづくり・インフラ,0.490898,24,"ｄｘ,汚泥,破砕,浄化,電力"
垣花和彦,垣花和彦,生活環境部長,,,,,1176,農業・水産業,0.214604,15,"ｈａｃｃｐ,海産,食料,珊瑚,農村"
垣花和彦,垣花和彦,生活環境部長,,,,,1176,観光・産業,0.393887,18,"民泊,物産,飲食,音楽,工芸"
垣花和彦,垣花和彦,生活環境部長,,,,,1176,環境・防災,0.726905,34,"酸化,充電,漂着,炭素,汚泥"
垣花和彦,垣花和彦,生活環境部長,,,,,1176,財政・税金,0.592777,34,"追認,税額,財団,収納,繰り入れ"
垣花和彦,垣花和彦,生活環境部長,,,,,1176,行政・議会運営,0.627094,41,"専決,告知,任用,決裁,起案"
垣花和彦,垣花和彦,生活環境部長,,,,,1176,安全保障・基地問題,0.449188,21,"弾薬,遺棄,火薬,遺体,駐屯"
楚南幸哉,楚南幸哉,観光商工部長,,,,,438,暮らし・福祉,0.19126,6,"民泊,休業,民宿,受給,扶養"
楚南幸哉,楚南幸哉,観光商工部長,,,,,438,医療・健康,0.133987,5,"ｐｃｒ,健診,認知,医師,病気"
楚南幸哉,楚南幸哉,観光商工部長,,,,,438,子ども・教育,0.052251,3,"学区,休校,授業"
楚南幸哉,楚南幸哉,観光商工部長,,,,,438,まちづくり・インフラ,0.203252,9,"敷設,電力,電柱,土砂,浄化"
楚南幸哉,楚南幸哉,観光商工部長,,,,,438,農業・水産業,0.105764,3,"珊瑚,牧場,漁港"
楚南幸哉,楚南幸哉,観光商工部長,,,,,438,観光・産業,0.473785,12,"民泊,演奏,ｊｔａ,工芸,飲食"
楚南幸哉,楚南幸哉,観光商工部長,,,,,438,環境・防災,0.452695,16,"除草,珊瑚,断層,消火,被災"
楚南幸哉,楚南幸哉,観光商工部長,,,,,438,財政・税金,0.262352,10,"公庫,金融,銀行,概算,賃借"
楚南幸哉,楚南幸哉,観光商工部長,,,,,438,行政・議会運営,0.281199,12,"部会,職種,付帯,規格,告知"
楚南幸哉,楚南幸哉,観光商工部長,,,,,438,安全保障・基地問題,0.114697,3,"火傷,遺跡,弾薬"
下地康教,下地康教,建設部長,,,,,1012,暮らし・福祉,0.142582,5,"空き家,労務,住居,療養,移住"
下地康教,下地康教,建設部長,,,,,1012,医療・健康,0.085102,7,"防疫,病気,痛み,感覚,療養"
下地康教,下地康教,建設部長,,,,,1012,子ども・教育,0.05293,5,"学童,小児,学園,学区,文教"
下地康教,下地康教,建設部長,,,,,1012,まちづくり・インフラ,0.588701,18,"埠頭,電柱,幹線,型枠,埋め立て"
下地康教,下地康教,建設部長,,,,,1012,農業・水産業,0.155267,8,"漁港,珊瑚,農道,農村,牧場"
下地康教,下地康教,建設部長,,,,,1012,観光・産業,0.330488,14,"旅客,球場,物流,ｊｔａ,航路"
下地康教,下地康教,建設部長,,,,,1012,環境・防災,0.428781,17,"雨水,冠水,破損,土砂,省エネ"
下地康教,下地康教,建設部長,,,,,1012,財政・税金,0.673816,27,"買収,分納,ｐｆｉ,清算,公庫"
下地康教,下地康教,建設部長,,,,,1012,行政・議会運営,0.545095,22,"公報,裁決,開通,専決,部会"
下地康教,下地康教,建設部長,,,,,1012,安全保障・基地問題,0.090066,4,"米兵,駐屯,米軍,有事"
兼島方昭,兼島方昭,上下水道部長,,,,,307,暮らし・福祉,0.070191,4,"民泊,引っ越し,年金,休業"
兼島方昭,兼島方昭,上下水道部長,,,,,307,医療・健康,0.020396,1,外科
兼島方昭,兼島方昭,上下水道部長,,,,,307,子ども・教育,0.032117,2,"学術,学区"
兼島方昭,兼島方昭,上下水道部長,,,,,307,まちづくり・インフラ,0.85318,15,"浄水,取水,転圧,水量,水源"
兼島方昭,兼島方昭,上下水道部長,,,,,307,農業・水産業,0.049382,3,"農振,珊瑚,肥料"
兼島方昭,兼島方昭,上下水道部長,,,,,307,観光・産業,0.078403,3,"物価,飲食,民泊"
兼島方昭,兼島方昭,上下水道部長,,,,,307,環境・防災,0.559819,17,"断水,雨水,断層,汚濁,汚染"
兼島方昭,兼島方昭,上下水道部長,,,,,307,財政・税金,0.445224,14,"債権,不納,ｐｆｉ,繰り入れ,減価"
兼島方昭,兼島方昭,上下水道部長,,,,,307,行政・議会運営,0.202255,8,"請願,規格,判決,付帯,記入"
兼島方昭,兼島方昭,上下水道部長,,,,,307,安全保障・基地問題,0.04773,2,"駐屯,有事"
濱元雅浩,濱元 雅浩,宮古島市議会運営検討特別委員会委員長,男,無所属,-,"3,4",563,暮らし・福祉,0.091576,5,"民泊,住居,就労,年金,休業"
濱元雅浩,濱元 雅浩,宮古島市議会運営検討特別委員会委員長,男,無所属,-,"3,4",563,医療・健康,0.122147,6,"健診,感覚,患者,疎通,ｐｃｒ"
濱元雅浩,濱元 雅浩,宮古島市議会運営検討特別委員会委員長,男,無所属,-,"3,4",563,子ども・教育,0.271862,14,"休園,教職員,休校,学力,文教"
濱元雅浩,濱元 雅浩,宮古島市議会運営検討特別委員会委員長,男,無所属,-,"3,4",563,まちづくり・インフラ,0.46544,21,"汚泥,電力,浄化,幹線,埋め立て"
濱元雅浩,濱元 雅浩,宮古島市議会運営検討特別委員会委員長,男,無所属,-,"3,4",563,農業・水産業,0.19293,8,"珊瑚,生乳,食料,牧場,栽培"
濱元雅浩,濱元 雅浩,宮古島市議会運営検討特別委員会委員長,男,無所属,-,"3,4",563,観光・産業,0.324008,13,"周遊,音響,製造,旅客,飲食"
濱元雅浩,濱元 雅浩,宮古島市議会運営検討特別委員会委員長,男,無所属,-,"3,4",563,環境・防災,0.770701,31,"充電,汚泥,雨水,脱炭,珊瑚"
濱元雅浩,濱元 雅浩,宮古島市議会運営検討特別委員会委員長,男,無所属,-,"3,4",563,財政・税金,0.466028,21,"減給,予備,ｐｆｉ,前払い,追認"
濱元雅浩,濱元 雅浩,宮古島市議会運営検討特別委員会委員長,男,無所属,-,"3,4",563,行政・議会運営,0.912971,40,"投票,告発,専決,陳情,再任"
濱元雅浩,濱元 雅浩,宮古島市議会運営検討特別委員会委員長,男,無所属,-,"3,4",563,安全保障・基地問題,0.128137,5,"駐屯,弾薬,日米,米軍,火傷"
下地明,下地 明,生涯学習部長,男,無所属,-,"1,2,3",323,暮らし・福祉,0.088496,6,"傍聴,就労,引っ越し,就農,弁償"
下地明,下地 明,生涯学習部長,男,無所属,-,"1,2,3",323,医療・健康,0.158903,9,"産後,健診,虐待,外科,診療"
下地明,下地 明,生涯学習部長,男,無所属,-,"1,2,3",323,子ども・教育,0.225518,12,"学区,学術,講座,卒業,学力"
下地明,下地 明,生涯学習部長,男,無所属,-,"1,2,3",323,まちづくり・インフラ,0.186492,12,"水源,外構,造成,再建,工法"
下地明,下地 明,生涯学習部長,男,無所属,-,"1,2,3",323,農業・水産業,0.311679,15,"蕎麦,牧場,圃場,肥育,栽培"
下地明,下地 明,生涯学習部長,男,無所属,-,"1,2,3",323,観光・産業,0.236162,12,"球場,表彰,物品,購買,音声"
下地明,下地 明,生涯学習部長,男,無所属,-,"1,2,3",323,環境・防災,0.489448,21,"防火,防除,洪水,消火,破損"
